,page,country,rev_id
17895,Martin Kennedy (New Zealand politician),New Zealand,776848020
17896,Mary Sadler Powell,New Zealand,776848360
17897,Joeli Cawaki,Fiji,776849733
17898,Thomas Ball (New Zealand politician),New Zealand,776850920
17899,Niniwa Heremaia,New Zealand,776850973
17900,Richard Eddy (politician),New Zealand,776853055
17901,William Daniel Barrett,New Zealand,776853287
17902,Rhoda Alice Bloodworth,New Zealand,776853350
17903,Violet Alberta Jessie Burns,New Zealand,776853441
17904,Samuel Horouta Emery,New Zealand,776853657
17905,William Australia Graham,New Zealand,776853741
17906,Hsu Shih-hsien,Taiwan,776854054
17907,Taiawhio Tikawenga Te Tau,New Zealand,776854383
17908,Wiremu Rikihana,New Zealand,776854714
17909,Wereta Tainui Pitama,New Zealand,776854784
17910,Wi Tako Ngātata,New Zealand,776854897
17911,Joseph Markin,Canada,776860106
17912,Johan C. Verbeke,Belgium,776862010
17913,Kely Bastien,Haiti,776865899
17914,Danny Philip,Solomon Islands,776873907
17915,David Korner,Romania,776889309
17916,Marcial Samaniego,Paraguay,776889697
17917,Johannes Vares,Estonia,776891202
17918,John Adamson (Queensland politician),Australia,776901246
17919,William Odongo Omamo,Kenya,776901754
17920,John Alexander (New South Wales colonial politician),Australia,776903234
17921,Yu Qin,China,776904552
17922,John Annear (politician),Australia,776906619
17923,Donald Campbell (Australian politician),Australia,776920334
17924,Edward Cleary (Australian politician),Australia,776920854
17925,Edward Masters,New Zealand,776920932
17926,John Benton Wild,Australia,776921664
17927,John Birt (politician),Australia,776924226
17928,Bakhti Belaïb,Algeria,776925770
17929,Sandra Morán,Guatemala,776925896
17930,Björn Bjarnason,Iceland,776931055
17931,John Brædder,Denmark,776932311
17932,David Mitchell (lawyer),Lesotho,776933152
17933,Mohammed Rafie,Afghanistan,776933374
17934,Vladimir Fyodorovich Promyslov,Russia,776935647
17935,John Cain Carter,Brazil,776941193
17936,Trudy Stevenson,Zimbabwe,776943338
17937,Hung Tzu-yung,Taiwan,776943964
17938,John Clemons,Australia,776950217
17939,Gideon Moi,Kenya,776954627
17940,Meyrem Almaci,Belgium,776959657
17941,Leslie Probyn,United Kingdom,776959995
17942,Louis de Chappedelaine,France,776960526
17943,Stevenson family,United States,776966683
17944,List of ambassadors of Nigeria,Nigeria,776971035
17945,John Dupraz,Switzerland,776980612
17946,Frank Hourigan,Australia,776980854
17947,Frederick Hickford,Australia,776981231
17948,Hajdar Muneka,Albania,776997584
17949,John Fairbairn (educator),South Africa,777002306
17950,Ahn Sang-yeong,South Korean,777008205
17951,"John FitzPatrick, 1st Earl of Upper Ossory",Ireland,777008836
17952,John Fontaine,United States,777011861
17953,Li Shimin,China,777018772
17954,Tang Taizong,China,777018813
17955,Zhenguan era,China,777022044
17956,Fernando Panesso Serna,Colombia,777023169
17957,Jean-Pierre Klein,Luxembourg,777023331
17958,John Galbally,Australia,777024091
17959,John Garo,Solomon Islands,777026492
17960,Anwar Khatib,Palestinian Territory,777026878
17961,Hugh McKinnon (Australian politician),Australia,777027418
17962,Jirō Minami,Japan,777038528
17963,John Griffith (Governor of Bombay),United Kingdom,777040646
17964,Bernard Narokobi,Papua New Guinea,777043166
17965,Akoka Doi,Papua New Guinea,777044390
17966,John Haglelgam,Federated States of Micronesia,777046972
17967,Jacinto Chacón,Chile,777048495
17968,Paolo Antonio Soderini,Italy,777053038
17969,Chaovarat Chanweerakul,Thailand,777054788
17970,Vlado Singer,Croatia,777056181
17971,John Higham (Australian politician),Australia,777063118
17972,John Horne (Governor of Bombay),United Kingdom,777068266
17973,Jang Deok-jin,South Korean,777070214
17974,Park Myung-keun,"Korea, South",777079186
17975,John Joseph Mullen,Australia,777087575
17976,Loretta Ortiz Ahlf,Mexico,777094918
17977,John Korsmo,United States,777094923
17978,Maki Esther Ortiz,Mexico,777095081
17979,Graciela Ortiz González,Mexico,777095328
17980,María Mercedes Maciel Ortiz,Mexico,777095397
17981,Rosario Ortiz Magallón,Mexico,777095402
17982,Estefanía Durán Ortiz,Mexico,777095406
17983,John Lyons (Dublin politician),Ireland,777108195
17984,Mohammed Awale Liban,Somalia,777111336
17985,Agustín Edwards Mac-Clure,Chile,777114089
17986,John Marik Makur,South Sudan,777114959
17987,Enamul Haque Mostafa Shahid,Bangladesh,777116403
17988,Veronica Rehn-Kivi,Finland,777118226
17989,High Commissioner of the Levant,France,777118546
17990,Boyd Petersen,United States,777119810
17991,Stéphane Artano,France,777126471
17992,John Moffat Fugui,Solomon Islands,777133950
17993,John Munyes,Kenya,777142665
17994,John Mwirichia,Kenya,777144312
17995,Albin Siwak,Poland,777148626
17996,John Okechukwuemeka,Nigeria,777156398
17997,John Olago Aluoch,Kenya,777156475
17998,Lavinia Șandru,Romania,777157119
17999,Craig Thomson (politician),Australia,777157698
18000,John Palino,New Zealand,777163201
18001,Joseph O'Lawlor,Ireland,777165026
18002,Gleb Bokii,Russia,777168052
18003,John Pundari,Papua New Guinea,777183946
18004,Madeleine Petrovic,Austria,777189122
18005,Ton van Kesteren,Netherlands,777199080
18006,Sonam Tobgye,Bhutan,777200460
18007,Bartolomeo Scala,Italy,777203480
18008,Richard Alfred O'Connor,Australia,777207504
18009,Herman Baltia,Belgium,777210565
18010,Ronnie Vicente Lagnada,Philippines,777210977
18011,Jose Aquino II,Philippines,777211047
18012,Luis Alberto Machado,Venezuela,777222144
18013,John Sinclair (environmentalist),Australia,777223824
18014,Solofa Uota,Tuvalu,777226269
18015,Sergio Vuskovic,Chile,777227568
18016,Sein Win (Burmese government in exile),Myanmar,777235977
18017,Zheng Jing,China,777260238
18018,Patrick Mphephu,South Africa,777267666
18019,John Zarb,Australia,777278180
18020,Harold Caballeros,Guatemala,777278879
18021,Giuliano Poletti,Italy,777287318
18022,Ruth Kristiansen,Denmark,777288352
18023,Minister of Foreign Affairs (Cuba),Cuba,777293847
18024,List of viceroys of Sardinia,Spain,777295476
18025,Johnson Mwanyika,Tanzania,777303881
18026,Johnson Toribiong,Palauan,777304756
18027,John Morrison (cricketer),New Zealand,777305597
18028,Lia Manoliu,Romania,777307426
18029,R. K. Chaudhary,India,777322086
18030,Aly Jaerling,Luxembourg,777329180
18031,Augusto Severo de Albuquerque Maranhão,Brazil,777329756
18032,Carlos Zúñiga Figueroa,Hondura,777334919
18033,Jon Philp,Australia,777352348
18034,Jon Reidar Øyan,Norway,777353456
18035,S. Pandi,India,777368063
18036,Igor Chubais,Russia,777369363
18037,Muhammed Magassy,Gambia,777369592
18038,Halifa Sallah,Gambia,777369823
18039,Jonas Černius,Lithuania,777370258
18040,Vinzenz Rüttimann,Switzerland,777383151
18041,Interim and Acting President of Israel,Israel,777386366
18042,Vicente Sancho y Cobertores,Spain,777386420
18043,Joaquín Francisco Pacheco y Gutiérrez-Calderón,Spain,777386738
18044,Eusebio Bardají y Azara,Spain,777386911
18045,José María Calatrava y Peinado,Spain,777386925
18046,Joaquín María de Ferrer y Cafranga,Spain,777386935
18047,"Antonio González, 1st Marquis of Valdeterrazo",Spain,777386938
18048,Evaristo Pérez de Castro y Brito,Spain,777386948
18049,"Narciso Fernández de Heredia, 2nd Count of Heredia-Spínola",Spain,777386963
18050,Salustiano de Olózaga y Almandoz,Spain,777387022
18051,Francisco Javier de Istúriz y Montero,Spain,777387039
18052,Heinz Valk,Estonia,777391887
18053,Jone Usamate,Fiji,777406203
18054,Jonetani Galuinadi,Fiji,777409961
18055,Gregorio Juárez,Nicaragua,777422585
18056,Pavle Gregorić,Croatia,777423037
18057,Philippe Mahoux,Belgium,777423705
18058,Joram Gumbo,Zimbabwe,777424335
18059,Vladimir Borisovich Golitsyn,Russia,777429113
18060,Cheng Wen-tsan,Taiwan,777430049
18061,Lin Chih-chien,Taiwan,777431164
18062,Lin Yu-chang,Taiwan,777431415
18063,Jordi Font Mariné,Andorra,777439492
18064,Jordi Hereu,Spain,777439651
18065,Jordi Portabella,Spain,777440071
18066,Jorge Altamira,Argentina,777442239
18067,Jorge Banicevich,Argentina,777442822
18068,Jorge Bornhausen,Brazil,777443274
18069,Jorge Carlos Fonseca,Cape Verde,777443752
18070,Jorge Carlos Hurtado Valdez,Mexico,777443776
18071,Jorge Carpizo McGregor,Mexico,777443802
18072,Jorge Cepernic,Argentina,777444106
18073,Jorge Gattini,Paraguay,777446769
18074,Jorge Kolle Cueto,Bolivia,777448009
18075,Jorge Lara Castro,Paraguay,777448173
18076,Dmitry Mikhaylovich Golitsyn,Russia,777450673
18077,Jorge Payret,Cuba,777450691
18078,Jorge Torres Vallejo,Peru,777452887
18079,R. Srinivasan,India,777455129
18080,Josep Maria Farré Naudi,Andorra,777470061
18081,Ousman Jammeh,Gambia,777477211
18082,Joseph Brahim Seid,Chad,777478442
18083,Abul Hashim,Bangladesh,777478521
18084,Joseph Buttinger,Austria,777479429
18085,Jorge Jiménez (Chilean politician),Chile,777481425
18086,Mieczysław Mickiewicz,Poland,777481639
18087,Joseph Charles Doumba,Cameroon,777481936
18088,Joseph Chinotimba,Zimbabwe,777482252
18089,Jean-Pierre Cave,France,777483052
18090,Gjergj Bojaxhi,Albania,777492192
18091,Ylli Bufi,Albania,777492238
18092,Freya Van den Bossche,Belgium,777498598
18093,Joseph Henry Joof,Gambia,777500383
18094,Joseph Hondjuila Miokono,Congo,777501569
18095,Jaka Singgih,Indonesia,777504652
18096,Maysoon Al-Damluji,Iraq,777505883
18097,Marion Stein,United Kingdom,777507244
18098,Falah Mustafa Bakir,Iraq,777507561
18099,Joseph Kenner,Austria,777507938
18100,Shyamali Gupta,India,777508272
18101,Joseph Kokou Koffigoh,Togo,777508887
18102,Joseph Lainé,France,777510248
18103,Joseph Monytuil,South Sudan,777518858
18104,Abelardo Montalvo,Ecuador,777519538
18105,Joseph Mustapha,Sierra Leone,777519777
18106,Kinuthia Mbugua,Kenya,777520559
18107,Joseph Nganga Kiuna,Kenya,777521043
18108,Joseph Nolin,Canada,777521501
18109,Joseph Onika,Solomon Islands,777522902
18110,Joseph Ouédraogo,Burkina Faso,777523322
18111,Joseph Oyugi Magwanga,Kenya,777523575
18112,Habibullah Jan,Afghanistan,777525023
18113,Joseph Richard Asiedu,Ghana,777531329
18114,Joseph Rudolph Grimes,Liberia,777533040
18115,Ramón Jiménez Gaona,Paraguay,777533638
18116,Joseph Santiago,Philippines,777535002
18117,Joseph Sarkis,Lebanon,777535089
18118,Joseph Schaack,Luxembourg,777535414
18119,Joseph Sebarenzi,Rwanda,777536842
18120,Alovsat Bakhshiyev,Azerbaijan,777541684
18121,Eva Biaudet,Finland,777545067
18122,Joseph Yodoyman,Chad,777550078
18123,Josephat Koli Nanok,Kenya,777551767
18124,Chiquito (actor),Philippines,777570535
18125,Mildred Fox,Ireland,777570946
18126,Joshua Barton,United States,777572827
18127,Win Myint (MP),Myanmar,777574117
18128,Joshua Kalsakau,Vanuatu,777576268
18129,Nguyễn Văn Xuân,Vietnam,777582892
18130,Mohamed Said Sayruq,Somalia,777586254
18131,Tôn Thất Thiện,Vietnam,777586428
18132,Josina Machel,Mozambique,777586937
18133,Josip Friščić,Croatia,777587363
18134,Josip Jurčič,Carniolan,777587526
18135,Josip Kregar,Croatia,777587617
18136,Josip Vošnjak,Carniolan,777588436
18137,Josué Binoua,Central African Republic,777591357
18138,Sylvanus Olympio,Togo,777591897
18139,José Adolfo Alvarado Lara,Hondura,777592070
18140,José Alarcón (politician),Spain,777592282
18141,José Alperovich,Argentina,777593139
18142,José Anaya,Peru,777593495
18143,José Antonio Ríos Granados,Mexico,777595230
18144,Mohamed Sherif Pasha,Egypt,777595254
18145,José Antonio Sossa,Panama,777595394
18146,José Antonio Urquizo,Peru,777595480
18147,José Damián Villacorta,Salvadoran,777601256
18148,José David Cabello,Venezuela,777601615
18149,José Escolástico Marín,Salvadoran,777602660
18150,José Gregorio Briceño,Venezuela,777604936
18151,José Javier Eguiguren,Ecuador,777606719
18152,José Joaquín Prieto,Chile,777607085
18153,José Luis Tamayo,Ecuador,777610283
18154,José Luis Tejada Sorzano,Bolivia,777610338
18155,José Mallqui,Peru,777611206
18156,José Manuel Gomes Andrade,Cape Verde,777611570
18157,José Manuel Restrepo Vélez,Colombia,777611932
18158,José Maria Botelho de Vasconcelos,Angola,777612121
18159,José Maria de Almeida,Brazil,777612187
18160,"José Maria de Sousa Macedo Almeida e Vasconcelos, 1st Baron of Santa Comba Dão",Portugal,777612250
18161,José María Chávez Alonso,Mexico,777612955
18162,José María Coppinger,Cuba,777612966
18163,José María Cornejo,Salvadoran,777612972
18164,José María Peralta Lagos,Salvadoran,777613551
18165,José María San Martín,Salvadoran,777613737
18166,José María Silva,Salvadoran,777613786
18167,José María Urvina,Ecuador,777613911
18168,José Maslucan,Peru,777614455
18169,José Mayans,Argentina,777614568
18170,José Mendes Melo Alves,Portugal,777614688
18171,José Pantaleón Domínguez,Mexico,777616757
18172,José Perelló Torrens,Spain,777617002
18173,José Ramón Balaguer Cabrera,Cuba,777617922
18174,José Ramón Rivero,Venezuela,777618237
18175,José Rizo Castellón,Nicaragua,777618960
18176,José Saldaña,Peru,777620072
18177,José Tomás Errázuriz,Chile,777621355
18178,José Vega (Peruvian politician),Peru,777622654
18179,José Vicente Rangel Ávalos,Venezuela,777622761
18180,Hari Krishna Shastri,India,777623116
18181,Nkululeko Sibanda,Zimbabwe,777623864
18182,José de Villamil,Ecuador,777623980
18183,Mohammad Sarwar Ahmadzai,Afghanistan,777625464
18184,Bob McClure (politician),Australia,777628748
18185,Joy Burch,Australia,777638268
18186,Joy Ogwu,Nigeria,777639961
18187,Zhou Jianren,China,777642661
18188,Luciano Sušanj,Croatia,777643196
18189,Joyce Kakuramatsi Kikafunda,Uganda,777643576
18190,Jozef Mihál,Slovakia,777648355
18191,João Amazonas,Brazil,777649850
18192,João Baptista Ferreira Medina,Cape Verde,777650037
18193,Onkar Singh (politician),India,777651279
18194,João Maria de Sousa,Angola,777653249
18195,Encarnación Ezcurra,Argentina,777657796
18196,Joško Svaguša,Croatia,777658380
18197,Juan Andrés Fontaine Talavera,Chile,777662083
18198,Juan Bautista Yofre,Argentina,777664278
18199,Thong Khon,Cambodia,777665222
18200,Philippe Mestre,France,777665838
18201,Juan Carlos Blanco Acevedo,Uruguay,777665927
18202,Juan Carlos Blanco Fernández,Uruguay,777665936
18203,Juan Carlos Da Costa,Paraguay,777666546
18204,Juan Carlos Eguren,Peru,777666767
18205,Kurmanjan Datka,Kyrgyzstan,777667110
18206,Juan Carlos Zuniga,Hondura,777669643
18207,Juan Cuestas,Uruguay,777670963
18208,Juan Domínguez (politician),Uruguay,777672216
18209,Juan Fageda,Spain,777673461
18210,Juan García del Río,Colombia,777676194
18211,Juan Ignacio Torres Landa,Mexico,777678514
18212,Juan Javier Espinosa,Ecuador,777679058
18213,Juan José Güemes,Spain,777680006
18214,Juan José Ibarretxe,Spain,777680037
18215,Juan Manuel Rodríguez,Salvadoran,777685186
18216,Juan Mayr,Colombia,777686984
18217,Juan Ossio Acuña,Peru,777689537
18218,Khalid Omar Ali,Somalia,777691188
18219,Juan Pérez Alsina,Argentina,777693650
18220,Juan Sarmiento Soto,Peru,777696129
18221,Nguyễn Văn Tâm,Vietnam,777697190
18222,Juan Valdés Figueroa,Cuba,777698005
18223,Juan Vicente Villacorta Díaz,Salvadoran,777698313
18224,Juan de la Luz Enríquez,Mexico,777701179
18225,Aly Maher Pasha,Egypt,777702366
18226,Atef Sedky,Egypt,777704347
18227,Jude Célestin,Haiti,777717666
18228,Abdullah Mohsen al-Akwa,Yemen,777723018
18229,Hardyal Dhindsa,United Kingdom,777725551
18230,Sheikh Shahidul Islam,Bangladesh,777729611
18231,Judith Forstmann,Argentina,777731524
18232,Tutty Alawiyah,Indonesia,777734076
18233,Telmo Pinto,Portugal,777739936
18234,Nasr al-Din (Yunnan),China,777742931
18235,Soumeylou Boubèye Maïga,Mali,777744379
18236,Sabine Winton,Australia,777746975
18237,Juha Mieto,Finland,777747816
18238,Wilfred Machage,Kenya,777754835
18239,Jules-Aristide Bourdes-Ogouliguende,Gabon,777755591
18240,Jules Hiernaux,Belgium,777758242
18241,Jules Marion,Canada,777758793
18242,Jules de Saint-Genois,Belgium,777760506
18243,Julia Dolly Joiner,Gambia,777764281
18244,Hor Namhong,Cambodia,777765537
18245,Julia Mena,Nicaragua,777767748
18246,Charles Porter (Australian politician),Australia,777774031
18247,Henri Martin (French politician),France,777775713
18248,Julian Leeser,Australia,777777141
18249,Wally Rae,Australia,777781865
18250,Julie Dabrusin,Canada,777783696
18251,Bai Xueshan,China,777784922
18252,Sylvain Ndoutingai,Central African Republic,777786975
18253,Julienne Mavoungou Makaya,Congo,777790261
18254,Julieta Mabel Monje,Bolivia,777791694
18255,Juliette Boulet,Belgium,777792239
18256,Harry Black (politician),Australia,777793681
18257,Bill Feldman,Australia,777793728
18258,Peter Prenzler,Australia,777793785
18259,Heather Hill (politician),Australia,777793860
18260,Julio Cusurichi Palacios,Peru,777794294
18261,Julio César Pereyra,Argentina,777794906
18262,Julio Enrique Moreno,Ecuador,777795288
18263,Julio Garrett Ayllón,Bolivia,777795594
18264,Julio Lozano Díaz,Hondura,777796210
18265,Julio Martinez Acosta,Ecuador,777796334
18266,Julio Miranda,Argentina,777796442
18267,Julius Katz,United States,777800598
18268,Ahmed Chami,Morocco,777801039
18269,Julius Murgor,Kenya,777801545
18270,Zhang Yizhi,China,777804063
18271,Julián Montellano,Bolivia,777804096
18272,Stefán Jóhann Stefánsson,Iceland,777804349
18273,Stephen Akiga,Nigeria,777804573
18274,Rasoul Movahedian,Iran,777806343
18275,Mohammad Hossein Adeli,Iran,777806556
18276,Juma Ali Malou,South Sudan,777807707
18277,Juma Ngasongwa,Tanzania,777808010
18278,Joaquín Baranda,Mexico,777819499
18279,Emmy Bezzina,Malta,777822062
18280,Stjepan Šiber,Bosnia-Herzegovina,777830307
18281,Janet Banana,Zimbabwe,777849777
18282,Jurelang Zedkaia,Marshall Islands,777856006
18283,Jurie Viljoen,Namibia,777857622
18284,Jussi Vatanen (politician),Finland,777862711
18285,"List of NAMs elected in the Gambian parliamentary election, 2012",Gambia,777869808
18286,"List of NAMs elected in the Gambian parliamentary election, 2017",Gambia,777870295
18287,Abdul Malik Anwar,Afghanistan,777874646
18288,Justice Samuel Adjei,Ghana,777876411
18289,Bohuslav Kokotek,Czech Republic,777876483
18290,Justin Ballay Mégot,Congo,777880148
18291,Jafar Ali Shah,Pakistan,777882737
18292,Émile Flach,Monaco,777883777
18293,Ruth Bennett,United States,777885675
18294,Peter Kaiser,Liechtenstein,777885680
18295,Justin Lekoundzou,Congo,777887146
18296,Justin Mikolo-Kinzonzi,Congo,777888215
18297,Ana Betancourt,Cuba,777896416
18298,Housseini Amion Guindo,Mali,777898958
18299,Jusu Sawie,Sierra Leone,777899463
18300,Artur Rasizade,Azerbaijan,777902393
18301,Kashif Ahmad,Denmark,777908594
18302,K. B. Lall,India,777909303
18303,Vice-President of the Autonomous Region of Bougainville,Papua New Guinea,777909863
18304,József Szakovics,Slovenia,777924826
